Airport Name,Minutes of Delay per Flight,Carrier Name,Date,Minutes of Delay,Number of Flights,Ontime Category
Charlotte Douglas International,74,United,3/1/2013,236,3.19,Delayed by Late Aircraft
Charlotte Douglas International,64,United,4/1/2013,89,1.4,Delayed by Late Aircraft
Charlotte Douglas International,69,United,5/1/2013,128,1.85,Delayed by Late Aircraft
Charlotte Douglas International,72,United,6/1/2013,130,1.81,Delayed by Late Aircraft
Charlotte Douglas International,77,United,7/1/2013,41,0.53,Delayed by Late Aircraft
Charlotte Douglas International,34,United,8/1/2013,17,0.5,Delayed by Late Aircraft
Charlotte Douglas International,63,United,9/1/2013,119,1.9,Delayed by Late Aircraft
Charlotte Douglas International,47,United,10/1/2013,81,1.71,Delayed by Late Aircraft
Charlotte Douglas International,62,United,11/1/2013,143,2.31,Delayed by Late Aircraft
Chicago O'Hare International,69,United,1/1/2013,13206,191.66,Delayed by Late Aircraft
Chicago O'Hare International,68,United,2/1/2013,13047,191.97,Delayed by Late Aircraft
Chicago O'Hare International,68,United,3/1/2013,19422,285.79,Delayed by Late Aircraft
Chicago O'Hare International,84,United,4/1/2013,28440,340.07,Delayed by Late Aircraft
Chicago O'Hare International,71,United,5/1/2013,18943,265.74,Delayed by Late Aircraft
Chicago O'Hare International,87,United,6/1/2013,38513,445.21,Delayed by Late Aircraft
Chicago O'Hare International,81,United,7/1/2013,31196,386.77,Delayed by Late Aircraft
Chicago O'Hare International,71,United,8/1/2013,21796,305.76,Delayed by Late Aircraft
Chicago O'Hare International,88,United,9/1/2013,16235,184.14,Delayed by Late Aircraft
Chicago O'Hare International,71,United,10/1/2013,15010,212.08,Delayed by Late Aircraft
Chicago O'Hare International,77,United,11/1/2013,14535,189.22,Delayed by Late Aircraft
Dallas/Fort Worth International,95,United,1/1/2013,1451,15.23,Delayed by Late Aircraft
Dallas/Fort Worth International,63,United,2/1/2013,1019,16.29,Delayed by Late Aircraft
Dallas/Fort Worth International,57,United,3/1/2013,1207,21.34,Delayed by Late Aircraft
Dallas/Fort Worth International,81,United,4/1/2013,2164,26.85,Delayed by Late Aircraft
Dallas/Fort Worth International,63,United,5/1/2013,849,13.56,Delayed by Late Aircraft
Dallas/Fort Worth International,96,United,6/1/2013,2837,29.61,Delayed by Late Aircraft
Dallas/Fort Worth International,78,United,7/1/2013,2480,31.85,Delayed by Late Aircraft
Dallas/Fort Worth International,79,United,8/1/2013,1211,15.3,Delayed by Late Aircraft
Dallas/Fort Worth International,100,United,9/1/2013,1163,11.62,Delayed by Late Aircraft
Dallas/Fort Worth International,52,United,10/1/2013,462,8.81,Delayed by Late Aircraft
Dallas/Fort Worth International,100,United,11/1/2013,1181,11.77,Delayed by Late Aircraft
Denver International,80,United,1/1/2013,11166,139.02,Delayed by Late Aircraft
Denver International,66,United,2/1/2013,10477,157.95,Delayed by Late Aircraft
Denver International,73,United,3/1/2013,14000,192.32,Delayed by Late Aircraft
Denver International,71,United,4/1/2013,15733,221.34,Delayed by Late Aircraft
Denver International,77,United,5/1/2013,12287,160.24,Delayed by Late Aircraft
Denver International,84,United,6/1/2013,29738,356.12,Delayed by Late Aircraft
Denver International,84,United,7/1/2013,24015,285.98,Delayed by Late Aircraft
Denver International,70,United,8/1/2013,16900,242.92,Delayed by Late Aircraft
Denver International,79,United,9/1/2013,11834,149.63,Delayed by Late Aircraft
Denver International,66,United,10/1/2013,9295,140.19,Delayed by Late Aircraft
Denver International,67,United,11/1/2013,8129,121.14,Delayed by Late Aircraft
Detroit Metro Wayne County,75,United,1/1/2013,314,4.17,Delayed by Late Aircraft
Detroit Metro Wayne County,75,United,2/1/2013,518,6.95,Delayed by Late Aircraft
Detroit Metro Wayne County,50,United,3/1/2013,209,4.2,Delayed by Late Aircraft
Detroit Metro Wayne County,33,United,4/1/2013,79,2.38,Delayed by Late Aircraft
Detroit Metro Wayne County,,United,5/1/2013,0,0,Delayed by Late Aircraft
Detroit Metro Wayne County,64,United,6/1/2013,120,1.88,Delayed by Late Aircraft
Detroit Metro Wayne County,19,United,7/1/2013,13,0.68,Delayed by Late Aircraft
Detroit Metro Wayne County,46,United,8/1/2013,37,0.8,Delayed by Late Aircraft
Detroit Metro Wayne County,,United,9/1/2013,0,0,Delayed by Late Aircraft
Detroit Metro Wayne County,,United,10/1/2013,0,0,Delayed by Late Aircraft
Detroit Metro Wayne County,,United,11/1/2013,0,0,Delayed by Late Aircraft
George Bush Intercontinental,62,United,1/1/2013,13112,210.32,Delayed by Late Aircraft
George Bush Intercontinental,70,United,2/1/2013,12985,186.7,Delayed by Late Aircraft
George Bush Intercontinental,67,United,3/1/2013,17046,256.11,Delayed by Late Aircraft
George Bush Intercontinental,84,United,4/1/2013,25213,298.45,Delayed by Late Aircraft
George Bush Intercontinental,71,United,5/1/2013,17853,251.88,Delayed by Late Aircraft
George Bush Intercontinental,86,United,6/1/2013,42407,495.86,Delayed by Late Aircraft
George Bush Intercontinental,76,United,7/1/2013,30485,402.37,Delayed by Late Aircraft
George Bush Intercontinental,69,United,8/1/2013,21459,309.44,Delayed by Late Aircraft
George Bush Intercontinental,89,United,9/1/2013,17668,198.56,Delayed by Late Aircraft
George Bush Intercontinental,63,United,10/1/2013,10872,173.91,Delayed by Late Aircraft
George Bush Intercontinental,76,United,11/1/2013,15295,201.77,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,137,United,1/1/2013,442,3.22,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,111,United,2/1/2013,272,2.44,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,40,United,3/1/2013,40,1,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,79,United,4/1/2013,321,4.07,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,84,United,5/1/2013,543,6.47,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,68,United,6/1/2013,559,8.18,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,91,United,7/1/2013,452,4.96,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,155,United,8/1/2013,686,4.43,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,85,United,9/1/2013,346,4.07,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,64,United,10/1/2013,175,2.74,Delayed by Late Aircraft
Hartsfield-Jackson Atlanta,43,United,11/1/2013,223,5.24,Delayed by Late Aircraft
John F. Kennedy International,149,United,1/1/2013,225,1.51,Delayed by Late Aircraft
John F. Kennedy International,125,United,2/1/2013,1142,9.17,Delayed by Late Aircraft
John F. Kennedy International,64,United,3/1/2013,834,13.08,Delayed by Late Aircraft
John F. Kennedy International,101,United,4/1/2013,1921,19.09,Delayed by Late Aircraft
John F. Kennedy International,99,United,5/1/2013,1049,10.59,Delayed by Late Aircraft
John F. Kennedy International,118,United,6/1/2013,2690,22.78,Delayed by Late Aircraft
John F. Kennedy International,96,United,7/1/2013,1679,17.55,Delayed by Late Aircraft
John F. Kennedy International,68,United,8/1/2013,895,13.19,Delayed by Late Aircraft
John F. Kennedy International,79,United,9/1/2013,721,9.13,Delayed by Late Aircraft
John F. Kennedy International,104,United,10/1/2013,1887,18.2,Delayed by Late Aircraft
John F. Kennedy International,109,United,11/1/2013,649,5.95,Delayed by Late Aircraft
LaGuardia,66,United,1/1/2013,1596,24.31,Delayed by Late Aircraft
LaGuardia,64,United,2/1/2013,1953,30.73,Delayed by Late Aircraft
LaGuardia,65,United,3/1/2013,2298,35.36,Delayed by Late Aircraft
LaGuardia,104,United,4/1/2013,4637,44.59,Delayed by Late Aircraft
LaGuardia,80,United,5/1/2013,3193,39.79,Delayed by Late Aircraft
LaGuardia,90,United,6/1/2013,4918,54.58,Delayed by Late Aircraft
LaGuardia,87,United,7/1/2013,3095,35.53,Delayed by Late Aircraft
LaGuardia,78,United,8/1/2013,2782,35.83,Delayed by Late Aircraft
LaGuardia,69,United,9/1/2013,1943,28,Delayed by Late Aircraft
LaGuardia,59,United,10/1/2013,1942,32.99,Delayed by Late Aircraft
LaGuardia,64,United,11/1/2013,2070,32.1,Delayed by Late Aircraft
Logan International,60,United,1/1/2013,2528,42.25,Delayed by Late Aircraft
Logan International,53,United,2/1/2013,1980,37.57,Delayed by Late Aircraft
Logan International,69,United,3/1/2013,3494,50.62,Delayed by Late Aircraft
Logan International,88,United,4/1/2013,6427,73.05,Delayed by Late Aircraft
Logan International,94,United,5/1/2013,6820,72.75,Delayed by Late Aircraft
Logan International,92,United,6/1/2013,11349,123.37,Delayed by Late Aircraft
Logan International,82,United,7/1/2013,9599,116.82,Delayed by Late Aircraft
Logan International,58,United,8/1/2013,5155,88.72,Delayed by Late Aircraft
Logan International,73,United,9/1/2013,3283,44.78,Delayed by Late Aircraft
Logan International,71,United,10/1/2013,4188,58.79,Delayed by Late Aircraft
Logan International,65,United,11/1/2013,2452,37.84,Delayed by Late Aircraft
Los Angeles International,80,United,1/1/2013,6629,83.35,Delayed by Late Aircraft
Los Angeles International,75,United,2/1/2013,8178,108.82,Delayed by Late Aircraft
Los Angeles International,72,United,3/1/2013,9410,129.83,Delayed by Late Aircraft
Los Angeles International,83,United,4/1/2013,12628,152.84,Delayed by Late Aircraft
Los Angeles International,67,United,5/1/2013,9613,142.53,Delayed by Late Aircraft
Los Angeles International,102,United,6/1/2013,29011,285.35,Delayed by Late Aircraft
Los Angeles International,83,United,7/1/2013,21506,259.18,Delayed by Late Aircraft
Los Angeles International,72,United,8/1/2013,13870,191.72,Delayed by Late Aircraft
Los Angeles International,89,United,9/1/2013,9556,106.9,Delayed by Late Aircraft
Los Angeles International,81,United,10/1/2013,10400,128.32,Delayed by Late Aircraft
Los Angeles International,80,United,11/1/2013,7830,97.4,Delayed by Late Aircraft
McCarran International,77,United,1/1/2013,3217,41.93,Delayed by Late Aircraft
McCarran International,54,United,2/1/2013,2710,50.4,Delayed by Late Aircraft
McCarran International,64,United,3/1/2013,3392,52.71,Delayed by Late Aircraft
McCarran International,77,United,4/1/2013,6392,82.73,Delayed by Late Aircraft
McCarran International,65,United,5/1/2013,3526,53.91,Delayed by Late Aircraft
McCarran International,78,United,6/1/2013,8558,109.94,Delayed by Late Aircraft
McCarran International,69,United,7/1/2013,5057,73.53,Delayed by Late Aircraft
McCarran International,67,United,8/1/2013,5255,78.46,Delayed by Late Aircraft
McCarran International,86,United,9/1/2013,4288,49.92,Delayed by Late Aircraft
McCarran International,77,United,10/1/2013,3695,48.25,Delayed by Late Aircraft
McCarran International,82,United,11/1/2013,4069,49.67,Delayed by Late Aircraft
Minneapolis-St Paul International,57,United,1/1/2013,817,14.21,Delayed by Late Aircraft
Minneapolis-St Paul International,64,United,2/1/2013,1301,20.43,Delayed by Late Aircraft
Minneapolis-St Paul International,64,United,3/1/2013,751,11.78,Delayed by Late Aircraft
Minneapolis-St Paul International,98,United,4/1/2013,1220,12.39,Delayed by Late Aircraft
Minneapolis-St Paul International,60,United,5/1/2013,672,11.12,Delayed by Late Aircraft
Minneapolis-St Paul International,112,United,6/1/2013,362,3.24,Delayed by Late Aircraft
Minneapolis-St Paul International,63,United,7/1/2013,908,14.42,Delayed by Late Aircraft
Minneapolis-St Paul International,86,United,8/1/2013,1285,15.01,Delayed by Late Aircraft
Minneapolis-St Paul International,107,United,9/1/2013,952,8.88,Delayed by Late Aircraft
Minneapolis-St Paul International,62,United,10/1/2013,745,12,Delayed by Late Aircraft
Minneapolis-St Paul International,51,United,11/1/2013,605,11.82,Delayed by Late Aircraft
Newark Liberty International,73,United,1/1/2013,9476,130.69,Delayed by Late Aircraft
Newark Liberty International,60,United,2/1/2013,9220,152.85,Delayed by Late Aircraft
Newark Liberty International,75,United,3/1/2013,17544,232.46,Delayed by Late Aircraft
Newark Liberty International,77,United,4/1/2013,19468,252.65,Delayed by Late Aircraft
Newark Liberty International,72,United,5/1/2013,12628,176.6,Delayed by Late Aircraft
Newark Liberty International,82,United,6/1/2013,27628,338.86,Delayed by Late Aircraft
Newark Liberty International,77,United,7/1/2013,23060,299.68,Delayed by Late Aircraft
Newark Liberty International,74,United,8/1/2013,18343,247.03,Delayed by Late Aircraft
Newark Liberty International,86,United,9/1/2013,10407,120.83,Delayed by Late Aircraft
Newark Liberty International,73,United,10/1/2013,9086,124.37,Delayed by Late Aircraft
Newark Liberty International,72,United,11/1/2013,8470,116.91,Delayed by Late Aircraft
Orlando International,84,United,1/1/2013,3342,40,Delayed by Late Aircraft
Orlando International,70,United,2/1/2013,2490,35.74,Delayed by Late Aircraft
Orlando International,80,United,3/1/2013,4166,51.96,Delayed by Late Aircraft
Orlando International,94,United,4/1/2013,5306,56.64,Delayed by Late Aircraft
Orlando International,73,United,5/1/2013,2673,36.49,Delayed by Late Aircraft
Orlando International,93,United,6/1/2013,6898,74.38,Delayed by Late Aircraft
Orlando International,78,United,7/1/2013,6021,76.99,Delayed by Late Aircraft
Orlando International,65,United,8/1/2013,2342,35.91,Delayed by Late Aircraft
Orlando International,102,United,9/1/2013,2585,25.42,Delayed by Late Aircraft
Orlando International,79,United,10/1/2013,2442,31.03,Delayed by Late Aircraft
Orlando International,66,United,11/1/2013,1771,26.97,Delayed by Late Aircraft
Phoenix Sky Harbor International,73,United,1/1/2013,2249,30.87,Delayed by Late Aircraft
Phoenix Sky Harbor International,55,United,2/1/2013,1708,30.82,Delayed by Late Aircraft
Phoenix Sky Harbor International,74,United,3/1/2013,2786,37.89,Delayed by Late Aircraft
Phoenix Sky Harbor International,72,United,4/1/2013,2207,30.83,Delayed by Late Aircraft
Phoenix Sky Harbor International,77,United,5/1/2013,2812,36.54,Delayed by Late Aircraft
Phoenix Sky Harbor International,70,United,6/1/2013,2716,38.76,Delayed by Late Aircraft
Phoenix Sky Harbor International,63,United,7/1/2013,2178,34.62,Delayed by Late Aircraft
Phoenix Sky Harbor International,68,United,8/1/2013,1840,26.98,Delayed by Late Aircraft
Phoenix Sky Harbor International,103,United,9/1/2013,1913,18.5,Delayed by Late Aircraft
Phoenix Sky Harbor International,63,United,10/1/2013,1691,26.98,Delayed by Late Aircraft
Phoenix Sky Harbor International,74,United,11/1/2013,1500,20.27,Delayed by Late Aircraft
Salt Lake City International,74,United,1/1/2013,122,1.64,Delayed by Late Aircraft
