Airport Name,Minutes of Delay per Flight,Carrier Name,Date,Minutes of Delay,Number of Flights,Ontime Category
John F. Kennedy International,,Delta,4/1/2013,,1465,Ontime
John F. Kennedy International,,Delta,5/1/2013,,1315,Ontime
John F. Kennedy International,,Delta,6/1/2013,,1296,Ontime
John F. Kennedy International,,Delta,7/1/2013,,1333,Ontime
John F. Kennedy International,,Delta,8/1/2013,,1590,Ontime
John F. Kennedy International,,Delta,9/1/2013,,1528,Ontime
John F. Kennedy International,,Delta,10/1/2013,,1611,Ontime
John F. Kennedy International,,Delta,11/1/2013,,1462,Ontime
LaGuardia,,Delta,1/1/2013,,1576,Ontime
LaGuardia,,Delta,2/1/2013,,1394,Ontime
LaGuardia,,Delta,3/1/2013,,1664,Ontime
LaGuardia,,Delta,4/1/2013,,1563,Ontime
LaGuardia,,Delta,5/1/2013,,1542,Ontime
LaGuardia,,Delta,6/1/2013,,1312,Ontime
LaGuardia,,Delta,7/1/2013,,1311,Ontime
LaGuardia,,Delta,8/1/2013,,1605,Ontime
LaGuardia,,Delta,9/1/2013,,1444,Ontime
LaGuardia,,Delta,10/1/2013,,1582,Ontime
LaGuardia,,Delta,11/1/2013,,1548,Ontime
Logan International,,Delta,1/1/2013,,674,Ontime
Logan International,,Delta,2/1/2013,,527,Ontime
Logan International,,Delta,3/1/2013,,658,Ontime
Logan International,,Delta,4/1/2013,,710,Ontime
Logan International,,Delta,5/1/2013,,722,Ontime
Logan International,,Delta,6/1/2013,,718,Ontime
Logan International,,Delta,7/1/2013,,757,Ontime
Logan International,,Delta,8/1/2013,,876,Ontime
Logan International,,Delta,9/1/2013,,829,Ontime
Logan International,,Delta,10/1/2013,,878,Ontime
Logan International,,Delta,11/1/2013,,750,Ontime
Los Angeles International,,Delta,1/1/2013,,1387,Ontime
Los Angeles International,,Delta,2/1/2013,,1253,Ontime
Los Angeles International,,Delta,3/1/2013,,1527,Ontime
Los Angeles International,,Delta,4/1/2013,,1480,Ontime
Los Angeles International,,Delta,5/1/2013,,1584,Ontime
Los Angeles International,,Delta,6/1/2013,,1525,Ontime
Los Angeles International,,Delta,7/1/2013,,1671,Ontime
Los Angeles International,,Delta,8/1/2013,,1782,Ontime
Los Angeles International,,Delta,9/1/2013,,1560,Ontime
Los Angeles International,,Delta,10/1/2013,,1646,Ontime
Los Angeles International,,Delta,11/1/2013,,1491,Ontime
McCarran International,,Delta,1/1/2013,,927,Ontime
McCarran International,,Delta,2/1/2013,,837,Ontime
McCarran International,,Delta,3/1/2013,,982,Ontime
McCarran International,,Delta,4/1/2013,,924,Ontime
McCarran International,,Delta,5/1/2013,,970,Ontime
McCarran International,,Delta,6/1/2013,,883,Ontime
McCarran International,,Delta,7/1/2013,,922,Ontime
McCarran International,,Delta,8/1/2013,,986,Ontime
McCarran International,,Delta,9/1/2013,,989,Ontime
McCarran International,,Delta,10/1/2013,,1067,Ontime
McCarran International,,Delta,11/1/2013,,953,Ontime
Minneapolis-St Paul International,,Delta,1/1/2013,,3526,Ontime
Minneapolis-St Paul International,,Delta,2/1/2013,,3169,Ontime
Minneapolis-St Paul International,,Delta,3/1/2013,,3977,Ontime
Minneapolis-St Paul International,,Delta,4/1/2013,,3885,Ontime
Minneapolis-St Paul International,,Delta,5/1/2013,,4093,Ontime
Minneapolis-St Paul International,,Delta,6/1/2013,,4177,Ontime
Minneapolis-St Paul International,,Delta,7/1/2013,,4609,Ontime
Minneapolis-St Paul International,,Delta,8/1/2013,,4924,Ontime
Minneapolis-St Paul International,,Delta,9/1/2013,,4334,Ontime
Minneapolis-St Paul International,,Delta,10/1/2013,,4232,Ontime
Minneapolis-St Paul International,,Delta,11/1/2013,,3970,Ontime
Newark Liberty International,,Delta,1/1/2013,,223,Ontime
Newark Liberty International,,Delta,2/1/2013,,202,Ontime
Newark Liberty International,,Delta,3/1/2013,,244,Ontime
Newark Liberty International,,Delta,4/1/2013,,267,Ontime
Newark Liberty International,,Delta,5/1/2013,,263,Ontime
Newark Liberty International,,Delta,6/1/2013,,212,Ontime
Newark Liberty International,,Delta,7/1/2013,,221,Ontime
Newark Liberty International,,Delta,8/1/2013,,282,Ontime
Newark Liberty International,,Delta,9/1/2013,,359,Ontime
Newark Liberty International,,Delta,10/1/2013,,364,Ontime
Newark Liberty International,,Delta,11/1/2013,,341,Ontime
Orlando International,,Delta,1/1/2013,,1211,Ontime
Orlando International,,Delta,2/1/2013,,1139,Ontime
Orlando International,,Delta,3/1/2013,,1312,Ontime
Orlando International,,Delta,4/1/2013,,1214,Ontime
Orlando International,,Delta,5/1/2013,,1285,Ontime
Orlando International,,Delta,6/1/2013,,1119,Ontime
Orlando International,,Delta,7/1/2013,,1117,Ontime
Orlando International,,Delta,8/1/2013,,1247,Ontime
Orlando International,,Delta,9/1/2013,,1114,Ontime
Orlando International,,Delta,10/1/2013,,1224,Ontime
Orlando International,,Delta,11/1/2013,,1189,Ontime
Phoenix Sky Harbor International,,Delta,1/1/2013,,510,Ontime
Phoenix Sky Harbor International,,Delta,2/1/2013,,516,Ontime
Phoenix Sky Harbor International,,Delta,3/1/2013,,656,Ontime
Phoenix Sky Harbor International,,Delta,4/1/2013,,626,Ontime
Phoenix Sky Harbor International,,Delta,5/1/2013,,564,Ontime
Phoenix Sky Harbor International,,Delta,6/1/2013,,503,Ontime
Phoenix Sky Harbor International,,Delta,7/1/2013,,475,Ontime
Phoenix Sky Harbor International,,Delta,8/1/2013,,533,Ontime
Phoenix Sky Harbor International,,Delta,9/1/2013,,470,Ontime
Phoenix Sky Harbor International,,Delta,10/1/2013,,516,Ontime
Phoenix Sky Harbor International,,Delta,11/1/2013,,477,Ontime
Salt Lake City International,,Delta,1/1/2013,,2058,Ontime
Salt Lake City International,,Delta,2/1/2013,,2051,Ontime
Salt Lake City International,,Delta,3/1/2013,,2390,Ontime
Salt Lake City International,,Delta,4/1/2013,,2314,Ontime
Salt Lake City International,,Delta,5/1/2013,,2450,Ontime
Salt Lake City International,,Delta,6/1/2013,,2572,Ontime
Salt Lake City International,,Delta,7/1/2013,,2674,Ontime
Salt Lake City International,,Delta,8/1/2013,,2846,Ontime
Salt Lake City International,,Delta,9/1/2013,,2540,Ontime
Salt Lake City International,,Delta,10/1/2013,,2631,Ontime
Salt Lake City International,,Delta,11/1/2013,,2280,Ontime
San Francisco International,,Delta,1/1/2013,,550,Ontime
San Francisco International,,Delta,2/1/2013,,477,Ontime
San Francisco International,,Delta,3/1/2013,,545,Ontime
San Francisco International,,Delta,4/1/2013,,539,Ontime
San Francisco International,,Delta,5/1/2013,,598,Ontime
San Francisco International,,Delta,6/1/2013,,541,Ontime
San Francisco International,,Delta,7/1/2013,,601,Ontime
San Francisco International,,Delta,8/1/2013,,718,Ontime
San Francisco International,,Delta,9/1/2013,,617,Ontime
San Francisco International,,Delta,10/1/2013,,676,Ontime
San Francisco International,,Delta,11/1/2013,,587,Ontime
Seattle/Tacoma International,,Delta,1/1/2013,,538,Ontime
Seattle/Tacoma International,,Delta,2/1/2013,,506,Ontime
Seattle/Tacoma International,,Delta,3/1/2013,,611,Ontime
Seattle/Tacoma International,,Delta,4/1/2013,,616,Ontime
Seattle/Tacoma International,,Delta,5/1/2013,,672,Ontime
Seattle/Tacoma International,,Delta,6/1/2013,,811,Ontime
Seattle/Tacoma International,,Delta,7/1/2013,,912,Ontime
Seattle/Tacoma International,,Delta,8/1/2013,,980,Ontime
Seattle/Tacoma International,,Delta,9/1/2013,,808,Ontime
Seattle/Tacoma International,,Delta,10/1/2013,,768,Ontime
Seattle/Tacoma International,,Delta,11/1/2013,,690,Ontime
Baltimore/Washington International,,Endeavor,8/1/2013,,187,Ontime
Baltimore/Washington International,,Endeavor,9/1/2013,,195,Ontime
Baltimore/Washington International,,Endeavor,10/1/2013,,177,Ontime
Baltimore/Washington International,,Endeavor,11/1/2013,,163,Ontime
Charlotte Douglas International,,Endeavor,8/1/2013,,110,Ontime
Charlotte Douglas International,,Endeavor,9/1/2013,,54,Ontime
Charlotte Douglas International,,Endeavor,10/1/2013,,74,Ontime
Charlotte Douglas International,,Endeavor,11/1/2013,,90,Ontime
Chicago O'Hare International,,Endeavor,8/1/2013,,241,Ontime
Chicago O'Hare International,,Endeavor,9/1/2013,,135,Ontime
Chicago O'Hare International,,Endeavor,10/1/2013,,125,Ontime
Chicago O'Hare International,,Endeavor,11/1/2013,,115,Ontime
Dallas/Fort Worth International,,Endeavor,8/1/2013,,135,Ontime
Dallas/Fort Worth International,,Endeavor,9/1/2013,,120,Ontime
Dallas/Fort Worth International,,Endeavor,10/1/2013,,89,Ontime
Dallas/Fort Worth International,,Endeavor,11/1/2013,,109,Ontime
Denver International,,Endeavor,8/1/2013,,14,Ontime
Denver International,,Endeavor,9/1/2013,,22,Ontime
Denver International,,Endeavor,10/1/2013,,23,Ontime
Denver International,,Endeavor,11/1/2013,,42,Ontime
Detroit Metro Wayne County,,Endeavor,8/1/2013,,5708,Ontime
Detroit Metro Wayne County,,Endeavor,9/1/2013,,4587,Ontime
Detroit Metro Wayne County,,Endeavor,10/1/2013,,4867,Ontime
Detroit Metro Wayne County,,Endeavor,11/1/2013,,4263,Ontime
George Bush Intercontinental,,Endeavor,8/1/2013,,26,Ontime
George Bush Intercontinental,,Endeavor,9/1/2013,,58,Ontime
George Bush Intercontinental,,Endeavor,10/1/2013,,45,Ontime
George Bush Intercontinental,,Endeavor,11/1/2013,,22,Ontime
Hartsfield-Jackson Atlanta,,Endeavor,8/1/2013,,435,Ontime
Hartsfield-Jackson Atlanta,,Endeavor,9/1/2013,,430,Ontime
Hartsfield-Jackson Atlanta,,Endeavor,10/1/2013,,448,Ontime
Hartsfield-Jackson Atlanta,,Endeavor,11/1/2013,,412,Ontime
John F. Kennedy International,,Endeavor,8/1/2013,,903,Ontime
John F. Kennedy International,,Endeavor,9/1/2013,,843,Ontime
John F. Kennedy International,,Endeavor,10/1/2013,,839,Ontime
John F. Kennedy International,,Endeavor,11/1/2013,,858,Ontime
LaGuardia,,Endeavor,8/1/2013,,80,Ontime
LaGuardia,,Endeavor,9/1/2013,,343,Ontime
LaGuardia,,Endeavor,10/1/2013,,369,Ontime
LaGuardia,,Endeavor,11/1/2013,,283,Ontime
Logan International,,Endeavor,8/1/2013,,151,Ontime
Logan International,,Endeavor,9/1/2013,,110,Ontime
Logan International,,Endeavor,10/1/2013,,178,Ontime
Logan International,,Endeavor,11/1/2013,,170,Ontime
Minneapolis-St Paul International,,Endeavor,8/1/2013,,2821,Ontime
Minneapolis-St Paul International,,Endeavor,9/1/2013,,2751,Ontime
Minneapolis-St Paul International,,Endeavor,10/1/2013,,3235,Ontime
Minneapolis-St Paul International,,Endeavor,11/1/2013,,3005,Ontime
Newark Liberty International,,Endeavor,8/1/2013,,60,Ontime
Newark Liberty International,,Endeavor,9/1/2013,,74,Ontime
Newark Liberty International,,Endeavor,10/1/2013,,116,Ontime
Newark Liberty International,,Endeavor,11/1/2013,,118,Ontime
Orlando International,,Endeavor,10/1/2013,,23,Ontime
Orlando International,,Endeavor,11/1/2013,,23,Ontime
Salt Lake City International,,Endeavor,8/1/2013,,131,Ontime
Salt Lake City International,,Endeavor,9/1/2013,,10,Ontime
Baltimore/Washington International,,ExpressJet,1/1/2013,,115,Ontime
Baltimore/Washington International,,ExpressJet,2/1/2013,,117,Ontime
Baltimore/Washington International,,ExpressJet,3/1/2013,,68,Ontime
Baltimore/Washington International,,ExpressJet,4/1/2013,,103,Ontime
Baltimore/Washington International,,ExpressJet,5/1/2013,,85,Ontime
Baltimore/Washington International,,ExpressJet,6/1/2013,,81,Ontime
Baltimore/Washington International,,ExpressJet,7/1/2013,,37,Ontime
Baltimore/Washington International,,ExpressJet,8/1/2013,,59,Ontime
Baltimore/Washington International,,ExpressJet,9/1/2013,,85,Ontime
Baltimore/Washington International,,ExpressJet,10/1/2013,,75,Ontime
Baltimore/Washington International,,ExpressJet,11/1/2013,,92,Ontime
Charlotte Douglas International,,ExpressJet,1/1/2013,,264,Ontime
Charlotte Douglas International,,ExpressJet,2/1/2013,,275,Ontime
Charlotte Douglas International,,ExpressJet,3/1/2013,,341,Ontime
Charlotte Douglas International,,ExpressJet,4/1/2013,,358,Ontime
Charlotte Douglas International,,ExpressJet,5/1/2013,,354,Ontime
Charlotte Douglas International,,ExpressJet,6/1/2013,,336,Ontime
Charlotte Douglas International,,ExpressJet,7/1/2013,,403,Ontime
Charlotte Douglas International,,ExpressJet,8/1/2013,,448,Ontime
Charlotte Douglas International,,ExpressJet,9/1/2013,,525,Ontime
Charlotte Douglas International,,ExpressJet,10/1/2013,,496,Ontime
Charlotte Douglas International,,ExpressJet,11/1/2013,,365,Ontime
Chicago O'Hare International,,ExpressJet,1/1/2013,,2834,Ontime
Chicago O'Hare International,,ExpressJet,2/1/2013,,2158,Ontime
Chicago O'Hare International,,ExpressJet,3/1/2013,,3205,Ontime
Chicago O'Hare International,,ExpressJet,4/1/2013,,2952,Ontime
Chicago O'Hare International,,ExpressJet,5/1/2013,,3280,Ontime
Chicago O'Hare International,,ExpressJet,6/1/2013,,3223,Ontime
Chicago O'Hare International,,ExpressJet,7/1/2013,,3897,Ontime
Chicago O'Hare International,,ExpressJet,8/1/2013,,3986,Ontime
Chicago O'Hare International,,ExpressJet,9/1/2013,,3931,Ontime
Chicago O'Hare International,,ExpressJet,10/1/2013,,3784,Ontime
Chicago O'Hare International,,ExpressJet,11/1/2013,,3496,Ontime
Dallas/Fort Worth International,,ExpressJet,1/1/2013,,162,Ontime
Dallas/Fort Worth International,,ExpressJet,2/1/2013,,518,Ontime
Dallas/Fort Worth International,,ExpressJet,3/1/2013,,1268,Ontime
Dallas/Fort Worth International,,ExpressJet,4/1/2013,,1052,Ontime
Dallas/Fort Worth International,,ExpressJet,5/1/2013,,1110,Ontime
Dallas/Fort Worth International,,ExpressJet,6/1/2013,,951,Ontime
Dallas/Fort Worth International,,ExpressJet,7/1/2013,,961,Ontime
Dallas/Fort Worth International,,ExpressJet,8/1/2013,,1145,Ontime
Dallas/Fort Worth International,,ExpressJet,9/1/2013,,1123,Ontime
Dallas/Fort Worth International,,ExpressJet,10/1/2013,,1014,Ontime
Dallas/Fort Worth International,,ExpressJet,11/1/2013,,984,Ontime
Denver International,,ExpressJet,1/1/2013,,913,Ontime
Denver International,,ExpressJet,2/1/2013,,795,Ontime
Denver International,,ExpressJet,3/1/2013,,997,Ontime
Denver International,,ExpressJet,4/1/2013,,903,Ontime
Denver International,,ExpressJet,5/1/2013,,972,Ontime
Denver International,,ExpressJet,6/1/2013,,901,Ontime
Denver International,,ExpressJet,7/1/2013,,1094,Ontime
Denver International,,ExpressJet,8/1/2013,,1181,Ontime
Denver International,,ExpressJet,9/1/2013,,1215,Ontime
Denver International,,ExpressJet,10/1/2013,,1231,Ontime
Denver International,,ExpressJet,11/1/2013,,1252,Ontime
Detroit Metro Wayne County,,ExpressJet,1/1/2013,,1681,Ontime
Detroit Metro Wayne County,,ExpressJet,2/1/2013,,1364,Ontime
Detroit Metro Wayne County,,ExpressJet,3/1/2013,,1460,Ontime
Detroit Metro Wayne County,,ExpressJet,4/1/2013,,1305,Ontime
Detroit Metro Wayne County,,ExpressJet,5/1/2013,,1167,Ontime
Detroit Metro Wayne County,,ExpressJet,6/1/2013,,1325,Ontime
Detroit Metro Wayne County,,ExpressJet,7/1/2013,,1407,Ontime
Detroit Metro Wayne County,,ExpressJet,8/1/2013,,1670,Ontime
Detroit Metro Wayne County,,ExpressJet,9/1/2013,,1878,Ontime
Detroit Metro Wayne County,,ExpressJet,10/1/2013,,1837,Ontime
Detroit Metro Wayne County,,ExpressJet,11/1/2013,,1304,Ontime
George Bush Intercontinental,,ExpressJet,1/1/2013,,4689,Ontime
George Bush Intercontinental,,ExpressJet,2/1/2013,,4656,Ontime
George Bush Intercontinental,,ExpressJet,3/1/2013,,5777,Ontime
George Bush Intercontinental,,ExpressJet,4/1/2013,,5105,Ontime
George Bush Intercontinental,,ExpressJet,5/1/2013,,5404,Ontime
George Bush Intercontinental,,ExpressJet,6/1/2013,,5384,Ontime
George Bush Intercontinental,,ExpressJet,7/1/2013,,5661,Ontime
George Bush Intercontinental,,ExpressJet,8/1/2013,,5760,Ontime
George Bush Intercontinental,,ExpressJet,9/1/2013,,5510,Ontime
George Bush Intercontinental,,ExpressJet,10/1/2013,,5534,Ontime
George Bush Intercontinental,,ExpressJet,11/1/2013,,5276,Ontime
Hartsfield-Jackson Atlanta,,ExpressJet,1/1/2013,,6314,Ontime
Hartsfield-Jackson Atlanta,,ExpressJet,2/1/2013,,5533,Ontime
Hartsfield-Jackson Atlanta,,ExpressJet,3/1/2013,,6641,Ontime
Hartsfield-Jackson Atlanta,,ExpressJet,4/1/2013,,6700,Ontime
Hartsfield-Jackson Atlanta,,ExpressJet,5/1/2013,,6827,Ontime
Hartsfield-Jackson Atlanta,,ExpressJet,6/1/2013,,5765,Ontime
Hartsfield-Jackson Atlanta,,ExpressJet,7/1/2013,,5703,Ontime
Hartsfield-Jackson Atlanta,,ExpressJet,8/1/2013,,6556,Ontime
Hartsfield-Jackson Atlanta,,ExpressJet,9/1/2013,,6565,Ontime
Hartsfield-Jackson Atlanta,,ExpressJet,10/1/2013,,6842,Ontime
Hartsfield-Jackson Atlanta,,ExpressJet,11/1/2013,,5972,Ontime
John F. Kennedy International,,ExpressJet,1/1/2013,,80,Ontime
John F. Kennedy International,,ExpressJet,2/1/2013,,68,Ontime
John F. Kennedy International,,ExpressJet,3/1/2013,,72,Ontime
John F. Kennedy International,,ExpressJet,4/1/2013,,70,Ontime
John F. Kennedy International,,ExpressJet,5/1/2013,,70,Ontime
John F. Kennedy International,,ExpressJet,6/1/2013,,73,Ontime
John F. Kennedy International,,ExpressJet,7/1/2013,,57,Ontime
John F. Kennedy International,,ExpressJet,8/1/2013,,74,Ontime
John F. Kennedy International,,ExpressJet,9/1/2013,,87,Ontime
John F. Kennedy International,,ExpressJet,10/1/2013,,87,Ontime
John F. Kennedy International,,ExpressJet,11/1/2013,,78,Ontime
LaGuardia,,ExpressJet,1/1/2013,,138,Ontime
LaGuardia,,ExpressJet,2/1/2013,,153,Ontime
LaGuardia,,ExpressJet,3/1/2013,,389,Ontime
LaGuardia,,ExpressJet,4/1/2013,,372,Ontime
LaGuardia,,ExpressJet,5/1/2013,,463,Ontime
LaGuardia,,ExpressJet,6/1/2013,,378,Ontime
LaGuardia,,ExpressJet,7/1/2013,,407,Ontime
LaGuardia,,ExpressJet,8/1/2013,,518,Ontime
LaGuardia,,ExpressJet,9/1/2013,,930,Ontime
LaGuardia,,ExpressJet,10/1/2013,,880,Ontime
LaGuardia,,ExpressJet,11/1/2013,,677,Ontime
Logan International,,ExpressJet,1/1/2013,,167,Ontime
Logan International,,ExpressJet,2/1/2013,,149,Ontime
Logan International,,ExpressJet,3/1/2013,,222,Ontime
Logan International,,ExpressJet,4/1/2013,,261,Ontime
Logan International,,ExpressJet,5/1/2013,,181,Ontime
Logan International,,ExpressJet,6/1/2013,,170,Ontime
Logan International,,ExpressJet,7/1/2013,,134,Ontime
Logan International,,ExpressJet,8/1/2013,,176,Ontime
Logan International,,ExpressJet,9/1/2013,,172,Ontime
Logan International,,ExpressJet,10/1/2013,,97,Ontime
Logan International,,ExpressJet,11/1/2013,,160,Ontime
Minneapolis-St Paul International,,ExpressJet,1/1/2013,,508,Ontime
Minneapolis-St Paul International,,ExpressJet,2/1/2013,,367,Ontime
Minneapolis-St Paul International,,ExpressJet,3/1/2013,,430,Ontime
Minneapolis-St Paul International,,ExpressJet,4/1/2013,,454,Ontime
Minneapolis-St Paul International,,ExpressJet,5/1/2013,,456,Ontime
Minneapolis-St Paul International,,ExpressJet,6/1/2013,,533,Ontime
Minneapolis-St Paul International,,ExpressJet,7/1/2013,,537,Ontime
Minneapolis-St Paul International,,ExpressJet,8/1/2013,,525,Ontime
Minneapolis-St Paul International,,ExpressJet,9/1/2013,,532,Ontime
Minneapolis-St Paul International,,ExpressJet,10/1/2013,,587,Ontime
Minneapolis-St Paul International,,ExpressJet,11/1/2013,,596,Ontime
Newark Liberty International,,ExpressJet,1/1/2013,,2372,Ontime
Newark Liberty International,,ExpressJet,2/1/2013,,2142,Ontime
Newark Liberty International,,ExpressJet,3/1/2013,,2267,Ontime
Newark Liberty International,,ExpressJet,4/1/2013,,2262,Ontime
Newark Liberty International,,ExpressJet,5/1/2013,,2302,Ontime
Newark Liberty International,,ExpressJet,6/1/2013,,2082,Ontime
Newark Liberty International,,ExpressJet,7/1/2013,,2172,Ontime
Newark Liberty International,,ExpressJet,8/1/2013,,2537,Ontime
Newark Liberty International,,ExpressJet,9/1/2013,,2724,Ontime
Newark Liberty International,,ExpressJet,10/1/2013,,2548,Ontime
Newark Liberty International,,ExpressJet,11/1/2013,,2616,Ontime
Orlando International,,ExpressJet,1/1/2013,,7,Ontime
Orlando International,,ExpressJet,2/1/2013,,11,Ontime
Orlando International,,ExpressJet,3/1/2013,,27,Ontime
Orlando International,,ExpressJet,4/1/2013,,41,Ontime
Orlando International,,ExpressJet,5/1/2013,,24,Ontime
Orlando International,,ExpressJet,6/1/2013,,8,Ontime
Orlando International,,ExpressJet,7/1/2013,,2,Ontime
Orlando International,,ExpressJet,8/1/2013,,3,Ontime
Orlando International,,ExpressJet,10/1/2013,,3,Ontime
Orlando International,,ExpressJet,11/1/2013,,5,Ontime
Phoenix Sky Harbor International,,ExpressJet,2/1/2013,,8,Ontime
Phoenix Sky Harbor International,,ExpressJet,3/1/2013,,26,Ontime
Phoenix Sky Harbor International,,ExpressJet,4/1/2013,,17,Ontime
Phoenix Sky Harbor International,,ExpressJet,6/1/2013,,4,Ontime
Phoenix Sky Harbor International,,ExpressJet,7/1/2013,,29,Ontime
Phoenix Sky Harbor International,,ExpressJet,8/1/2013,,20,Ontime
Phoenix Sky Harbor International,,ExpressJet,9/1/2013,,3,Ontime
Phoenix Sky Harbor International,,ExpressJet,10/1/2013,,9,Ontime
Phoenix Sky Harbor International,,ExpressJet,11/1/2013,,3,Ontime
Salt Lake City International,,ExpressJet,1/1/2013,,16,Ontime
Salt Lake City International,,ExpressJet,2/1/2013,,24,Ontime
Salt Lake City International,,ExpressJet,3/1/2013,,51,Ontime
Salt Lake City International,,ExpressJet,4/1/2013,,36,Ontime
Salt Lake City International,,ExpressJet,5/1/2013,,20,Ontime
Salt Lake City International,,ExpressJet,6/1/2013,,24,Ontime
Salt Lake City International,,ExpressJet,7/1/2013,,17,Ontime
Salt Lake City International,,ExpressJet,8/1/2013,,32,Ontime
Salt Lake City International,,ExpressJet,9/1/2013,,37,Ontime
Salt Lake City International,,ExpressJet,10/1/2013,,85,Ontime
Salt Lake City International,,ExpressJet,11/1/2013,,69,Ontime
Baltimore/Washington International,,Frontier,8/1/2013,,4,Ontime
Baltimore/Washington International,,Frontier,9/1/2013,,8,Ontime
Baltimore/Washington International,,Frontier,10/1/2013,,6,Ontime
Baltimore/Washington International,,Frontier,11/1/2013,,9,Ontime
Chicago O'Hare International,,Frontier,1/1/2013,,1,Ontime
Chicago O'Hare International,,Frontier,2/1/2013,,2,Ontime
Chicago O'Hare International,,Frontier,3/1/2013,,2,Ontime
Chicago O'Hare International,,Frontier,4/1/2013,,2,Ontime
Chicago O'Hare International,,Frontier,5/1/2013,,2,Ontime
Chicago O'Hare International,,Frontier,6/1/2013,,3,Ontime
Chicago O'Hare International,,Frontier,7/1/2013,,2,Ontime
Chicago O'Hare International,,Frontier,8/1/2013,,1,Ontime
Dallas/Fort Worth International,,Frontier,1/1/2013,,73,Ontime
Dallas/Fort Worth International,,Frontier,2/1/2013,,67,Ontime
Dallas/Fort Worth International,,Frontier,3/1/2013,,87,Ontime
Dallas/Fort Worth International,,Frontier,4/1/2013,,74,Ontime
Dallas/Fort Worth International,,Frontier,5/1/2013,,76,Ontime
Dallas/Fort Worth International,,Frontier,6/1/2013,,84,Ontime
Dallas/Fort Worth International,,Frontier,7/1/2013,,84,Ontime
Dallas/Fort Worth International,,Frontier,8/1/2013,,94,Ontime
Dallas/Fort Worth International,,Frontier,9/1/2013,,98,Ontime
Dallas/Fort Worth International,,Frontier,10/1/2013,,115,Ontime
Dallas/Fort Worth International,,Frontier,11/1/2013,,103,Ontime
Denver International,,Frontier,1/1/2013,,1975,Ontime
Denver International,,Frontier,2/1/2013,,1741,Ontime
Denver International,,Frontier,3/1/2013,,2129,Ontime
Denver International,,Frontier,4/1/2013,,1951,Ontime
Denver International,,Frontier,5/1/2013,,2345,Ontime
Denver International,,Frontier,6/1/2013,,2520,Ontime
Denver International,,Frontier,7/1/2013,,2332,Ontime
Denver International,,Frontier,8/1/2013,,2478,Ontime
Denver International,,Frontier,9/1/2013,,2446,Ontime
Denver International,,Frontier,10/1/2013,,2580,Ontime
Denver International,,Frontier,11/1/2013,,2396,Ontime
Detroit Metro Wayne County,,Frontier,1/1/2013,,32,Ontime
Detroit Metro Wayne County,,Frontier,2/1/2013,,25,Ontime
Detroit Metro Wayne County,,Frontier,3/1/2013,,15,Ontime
Detroit Metro Wayne County,,Frontier,4/1/2013,,24,Ontime
Detroit Metro Wayne County,,Frontier,5/1/2013,,36,Ontime
Detroit Metro Wayne County,,Frontier,6/1/2013,,34,Ontime
Detroit Metro Wayne County,,Frontier,7/1/2013,,33,Ontime
Detroit Metro Wayne County,,Frontier,8/1/2013,,36,Ontime
Detroit Metro Wayne County,,Frontier,9/1/2013,,34,Ontime
Detroit Metro Wayne County,,Frontier,10/1/2013,,32,Ontime
Detroit Metro Wayne County,,Frontier,11/1/2013,,33,Ontime
George Bush Intercontinental,,Frontier,1/1/2013,,33,Ontime
George Bush Intercontinental,,Frontier,2/1/2013,,32,Ontime
George Bush Intercontinental,,Frontier,3/1/2013,,39,Ontime
George Bush Intercontinental,,Frontier,4/1/2013,,37,Ontime
George Bush Intercontinental,,Frontier,5/1/2013,,53,Ontime
George Bush Intercontinental,,Frontier,6/1/2013,,53,Ontime
George Bush Intercontinental,,Frontier,7/1/2013,,61,Ontime
George Bush Intercontinental,,Frontier,8/1/2013,,66,Ontime
George Bush Intercontinental,,Frontier,9/1/2013,,72,Ontime
George Bush Intercontinental,,Frontier,10/1/2013,,55,Ontime
George Bush Intercontinental,,Frontier,11/1/2013,,57,Ontime
Hartsfield-Jackson Atlanta,,Frontier,1/1/2013,,25,Ontime
Hartsfield-Jackson Atlanta,,Frontier,2/1/2013,,17,Ontime
Hartsfield-Jackson Atlanta,,Frontier,3/1/2013,,17,Ontime
Hartsfield-Jackson Atlanta,,Frontier,4/1/2013,,21,Ontime
Hartsfield-Jackson Atlanta,,Frontier,5/1/2013,,32,Ontime
Hartsfield-Jackson Atlanta,,Frontier,6/1/2013,,21,Ontime
Hartsfield-Jackson Atlanta,,Frontier,7/1/2013,,24,Ontime
Hartsfield-Jackson Atlanta,,Frontier,8/1/2013,,29,Ontime
Hartsfield-Jackson Atlanta,,Frontier,9/1/2013,,34,Ontime
Hartsfield-Jackson Atlanta,,Frontier,10/1/2013,,44,Ontime
Hartsfield-Jackson Atlanta,,Frontier,11/1/2013,,50,Ontime
LaGuardia,,Frontier,1/1/2013,,38,Ontime
LaGuardia,,Frontier,2/1/2013,,28,Ontime
LaGuardia,,Frontier,3/1/2013,,29,Ontime
LaGuardia,,Frontier,4/1/2013,,28,Ontime
LaGuardia,,Frontier,5/1/2013,,30,Ontime
LaGuardia,,Frontier,6/1/2013,,32,Ontime
LaGuardia,,Frontier,7/1/2013,,36,Ontime
LaGuardia,,Frontier,8/1/2013,,42,Ontime
LaGuardia,,Frontier,9/1/2013,,43,Ontime
LaGuardia,,Frontier,10/1/2013,,45,Ontime
LaGuardia,,Frontier,11/1/2013,,44,Ontime
